ExpName,ExpNo,Epoch,ReconstLoss,TotalVQLoss,TotalConceptLoss,TotalLoss,Perplexity
model_,0,53,365.58576439599227,0.09833497084643265,1.8906717202038167e-10,365.68408203125,1358.978751974388
model_,0,54,365.2086756770271,0.0980110856274526,1.8906717202038167e-10,365.3066806793213,1348.9034610347574
model_,0,55,364.8350995924217,0.09770048865599772,1.8906717202038167e-10,364.932772954305,1338.9956809571797
model_,0,56,364.4770240485559,0.09739975687928866,1.8906717202038167e-10,364.5744279225667,1329.5673112828897
model_,0,57,364.1239923687547,0.09710810821464595,1.8906717202038167e-10,364.22109667460126,1320.3367446269644
model_,0,58,363.7746951331998,0.0968253350665691,1.8906717202038167e-10,363.8715235392253,1311.2668926936149
model_,0,59,363.4396094516863,0.09655279987540173,1.8906717202038167e-10,363.536163965861,1302.6246166052206
model_,0,60,363.1122953698905,0.0962886914730916,1.8906717202038167e-10,363.2085641225179,1294.2377756492174
model_,0,61,362.7906072689663,0.0960323965967594,1.8906717202038167e-10,362.8866138458252,1286.0477061434676
model_,0,62,362.4836165273567,0.09578393094337419,1.8906717202038167e-10,362.5793800354004,1278.2801608930097
model_,0,63,362.1847509871095,0.09554316946044612,1.8906717202038167e-10,362.2802963256836,1270.7632723659278
model_,0,64,361.89178908403966,0.09530866391226785,1.8906717202038167e-10,361.9870827992757,1263.4377720010011
model_,0,65,361.6060748658189,0.09508255219831578,1.8906717202038167e-10,361.70116996765137,1256.33417640023
model_,0,66,361.32417344966416,0.094863580752038,1.8906717202038167e-10,361.41901715596515,1249.3645214929973
model_,0,67,361.04739835495064,0.09465237145650462,1.8906717202038167e-10,361.14207394917804,1242.5592263117799
model_,0,68,360.7732355726921,0.09444627203841567,1.8906717202038167e-10,360.86766560872394,1235.8547081461209
model_,0,69,360.51510408927635,0.0942501034351153,1.8906717202038167e-10,360.609343846639,1229.575295759456
model_,0,70,360.2530844683811,0.09405758722232349,1.8906717202038167e-10,360.3471539815267,1223.233928480378
model_,0,71,360.0074207817781,0.09387208031982179,1.8906717202038167e-10,360.1012776692708,1217.3181149306304
model_,0,72,359.7598601842031,0.0936928536511914,1.8906717202038167e-10,359.8535734812419,1211.3855639423632
model_,0,73,359.52718367038034,0.0935164560105477,1.8906717202038167e-10,359.6206792195638,1205.8360551316027
model_,0,74,359.2927905411216,0.09334711487069096,1.8906717202038167e-10,359.386137008667,1200.2713084998556
model_,0,75,359.06160116964037,0.09317983706872231,1.8906717202038167e-10,359.1547794342041,1194.8077794058347
model_,0,76,358.8402190381191,0.09301690355641767,1.8906717202038167e-10,358.9332415262858,1189.5993285355437
model_,0,77,358.612082914547,0.0928569750966138,1.8906717202038167e-10,358.70494588216144,1184.255730110844
model_,0,78,358.400543786883,0.09270011633604251,1.8906717202038167e-10,358.4932409922282,1179.322330233064
model_,0,79,358.18953907923037,0.09254796444899209,1.8906717202038167e-10,358.2820981343587,1174.421867734455
model_,0,80,357.9825107027597,0.09239989931226471,1.8906717202038167e-10,358.07490793863934,1169.6335447543859
model_,0,81,357.7774105672473,0.09225304255323863,1.8906717202038167e-10,357.86968358357746,1164.909070889992
model_,0,82,357.5730761351194,0.09211313702204886,1.8906717202038167e-10,357.6651865641276,1160.221211794308
model_,0,83,357.39265932533254,0.09197542839774542,1.8906717202038167e-10,357.48462231953937,1156.097757410783
model_,0,84,357.1954080425876,0.0918415821054926,1.8906717202038167e-10,357.28724479675293,1151.6063164555223
model_,0,85,357.0164499554494,0.09171100485824961,1.8906717202038167e-10,357.1081663767497,1147.5465130028506
model_,0,86,356.82561102386927,0.09158220867372317,1.8906717202038167e-10,356.9171994527181,1143.2329511022062
model_,0,87,356.6547935770732,0.09145783094193878,1.8906717202038167e-10,356.74624570210773,1139.385691739825
model_,0,88,356.4771669109521,0.09133672409461724,1.8906717202038167e-10,356.5685170491536,1135.3988015943892
model_,0,89,356.29715551029835,0.09121436678227231,1.8906717202038167e-10,356.38836606343585,1131.3726180179299
model_,0,90,356.13408767517893,0.091097561842768,1.8906717202038167e-10,356.22519238789874,1127.737724734578
model_,0,91,355.9689876279205,0.0909830624712716,1.8906717202038167e-10,356.05999247233075,1124.0694293595848
model_,0,92,355.8060236350764,0.09087053996972827,1.8906717202038167e-10,355.89689381917316,1120.460295962889
model_,0,93,355.6461661344172,0.09075881235761092,1.8906717202038167e-10,355.7369492848714,1116.931220575754
model_,0,94,355.4848626712924,0.0906482061090325,1.8906717202038167e-10,355.575491587321,1113.381490136702
model_,0,95,355.3344312240535,0.09054055767410318,1.8906717202038167e-10,355.42495854695636,1110.0811823206466
model_,0,96,355.184294001873,0.09043263553288246,1.8906717202038167e-10,355.27473640441895,1106.7970836684792
model_,0,97,355.03550240220125,0.09032744385475173,1.8906717202038167e-10,355.12584177652997,1103.5520047729206
model_,0,98,354.88747367085324,0.0902237290699001,1.8906717202038167e-10,354.9777024586995,1100.3330051223281
model_,0,99,354.7427721843209,0.09012146519557973,1.8906717202038167e-10,354.8328997294108,1097.1954346286443
model_,0,100,354.59643130691944,0.09001960246071879,1.8906717202038167e-10,354.68644587198895,1094.0314163477983
model_,0,101,354.45305080041095,0.0899186848367511,1.8906717202038167e-10,354.54297256469727,1090.94025324374
model_,0,102,354.31251327732747,0.0898205906109979,1.8906717202038167e-10,354.4023380279541,1087.9188585930463
model_,0,103,354.1740309999677,0.08972239767005401,1.8906717202038167e-10,354.26373799641925,1084.9498346520047
model_,0,104,354.04202086125696,0.089627620500778,1.8906717202038167e-10,354.1316547393799,1082.1271155326128
model_,0,105,353.9091107365318,0.08953522815060448,1.8906717202038167e-10,353.9986508687337,1079.2925714876294
model_,0,106,353.7780070637844,0.08944417937944611,1.8906717202038167e-10,353.86743927001953,1076.503827490916
model_,0,107,353.6487313285104,0.08935444251900056,1.8906717202038167e-10,353.73808161417645,1073.7610218951968
model_,0,108,353.5146662081068,0.08926520247594756,1.8906717202038167e-10,353.6039333343506,1070.92398257648
model_,0,109,353.399919865771,0.0891785517273244,1.8906717202038167e-10,353.4891007741292,1068.5017147347573
model_,0,110,353.27078187415367,0.08909117902847659,1.8906717202038167e-10,353.35986328125,1065.7821946330528
model_,0,111,353.1457444817461,0.08900546238366285,1.8906717202038167e-10,353.2347602844238,1063.1556247810713
model_,0,112,353.02153188079546,0.0889219659321346,1.8906717202038167e-10,353.1104545593262,1060.5527899102087
model_,0,113,352.906200750693,0.08884032523368053,1.8906717202038167e-10,352.9950262705485,1058.1417688627646
model_,0,114,352.7867999654659,0.08876094061338335,1.8906717202038167e-10,352.87556139628094,1055.6514453353072
model_,0,115,352.66768184769967,0.08868155994120268,1.8906717202038167e-10,352.75634511311847,1053.1728575190793
model_,0,116,352.55309254606317,0.0886059879868905,1.8906717202038167e-10,352.6416886647542,1050.7939964910865
model_,0,117,352.4392939986046,0.08853039848387805,1.8906717202038167e-10,352.52782758076984,1048.43686923485
model_,0,118,352.3307682369297,0.08845722626218351,1.8906717202038167e-10,352.41922124226886,1046.1938838572814
model_,0,119,352.2223573772164,0.0883865741052432,1.8906717202038167e-10,352.3107446034749,1043.958064188856
model_,0,120,352.10661450156516,0.0883158118507102,1.8906717202038167e-10,352.19493039449054,1041.576305702968
model_,0,121,352.00516667659423,0.08824879536526471,1.8906717202038167e-10,352.09342829386395,1039.4931800516968
model_,0,122,351.89492803117446,0.08818179997297193,1.8906717202038167e-10,351.98311614990234,1037.2342671289343
model_,0,123,351.7891246340784,0.08811604160435611,1.8906717202038167e-10,351.8772226969401,1035.0708540801966
model_,0,124,351.6848209458794,0.08805132114343905,1.8906717202038167e-10,351.7728811899821,1032.9425232009169
model_,0,125,351.5859240047869,0.08798718512358998,1.8906717202038167e-10,351.6738993326823,1030.9285597834821
model_,0,126,351.48456885110755,0.08792551895476208,1.8906717202038167e-10,351.57249450683594,1028.8686109212283
model_,0,127,351.38153117150085,0.08786355282647189,1.8906717202038167e-10,351.46939786275226,1026.7786853880536
model_,0,128,351.2847725192164,0.08780239909833654,1.8906717202038167e-10,351.372553507487,1024.8199833396154
model_,0,129,351.18875492282694,0.08774263728537335,1.8906717202038167e-10,351.2765070597331,1022.8799762718871
model_,0,130,351.0844127675132,0.08768128479929753,1.8906717202038167e-10,351.17208162943524,1020.7759376061539
model_,0,131,350.99522277619707,0.08762145725844069,1.8906717202038167e-10,351.0828679402669,1018.9808704899789
model_,0,132,350.90267728393286,0.08756235126384126,1.8906717202038167e-10,350.99023310343426,1017.121606441592
model_,0,133,350.8189957014984,0.08750496361180164,1.8906717202038167e-10,350.906499226888,1015.4433415572369
model_,0,134,350.7226358197708,0.08744649709054404,1.8906717202038167e-10,350.8100668589274,1013.5142386969972
model_,0,135,350.6318800415224,0.08739128190685126,1.8906717202038167e-10,350.7192751566569,1011.7006801624203
model_,0,136,350.54843757670227,0.08733724361756383,1.8906717202038167e-10,350.635783513387,1010.0361259887346
model_,0,137,350.45167510417144,0.08728238994990534,1.8906717202038167e-10,350.5389658610026,1008.109286356581
model_,0,138,350.3703286068437,0.08722528457011929,1.8906717202038167e-10,350.45752843221027,1006.4922707190233
model_,0,139,350.28450609518524,0.08716692388202318,1.8906717202038167e-10,350.37166595458984,1004.789091944864
model_,0,140,350.19448608680017,0.08711348705886242,1.8906717202038167e-10,350.28158950805664,1003.0057092402835
model_,0,141,350.1142356569956,0.0870622279228049,1.8906717202038167e-10,350.2013022104899,1001.4185400855927
model_,0,142,350.02869882946834,0.08700976287173035,1.8906717202038167e-10,350.11570167541504,999.7295832061861
model_,0,143,349.9349165034558,0.08695902748502249,1.8906717202038167e-10,350.02186902364093,997.8810893307678
model_,0,144,349.84506130754016,0.08690587001437204,1.8906717202038167e-10,349.93197377522785,996.1132072912557
model_,0,145,349.76161278563086,0.08685661199149308,1.8906717202038167e-10,349.8484573364258,994.4741803631754
model_,0,146,349.6776316751493,0.08681137752652528,1.8906717202038167e-10,349.7644468943278,992.8274155255842
model_,0,147,349.59663888730574,0.08676605727354551,1.8906717202038167e-10,349.6834131876628,991.241831099705
model_,0,148,349.51506738818716,0.08672455237797294,1.8906717202038167e-10,349.60176785786945,989.6474767602276
model_,0,149,349.4372124002548,0.08668110982974515,1.8906717202038167e-10,349.5239022572835,988.1281553138683
model_,0,150,349.35582515236456,0.08663953223056826,1.8906717202038167e-10,349.44248390197754,986.5423962240308
model_,0,151,349.2748436018592,0.08659847922547215,1.8906717202038167e-10,349.36142603556317,984.9670676456612
model_,0,152,349.2009268303712,0.086557609861264,1.8906717202038167e-10,349.28748448689777,983.5313657413525
model_,0,153,349.1231167541894,0.08651931108655238,1.8906717202038167e-10,349.2096296946208,982.0223041961115
model_,0,154,349.05162149171036,0.08647934076028226,1.8906717202038167e-10,349.13811747233075,980.637754439714
model_,0,155,348.9717387315662,0.0864405609172536,1.8906717202038167e-10,349.0582110087077,979.0930845190804
model_,0,156,348.89292673242744,0.08640254293262235,1.8906717202038167e-10,348.9793357849121,977.5715040258686
model_,0,157,348.83071340302314,0.08636680782781998,1.8906717202038167e-10,348.9170576731364,976.3720552816025
model_,0,158,348.7497314561236,0.08632804123999449,1.8906717202038167e-10,348.83605194091797,974.8129592604762
model_,0,159,348.68188548111357,0.08629267620491039,1.8906717202038167e-10,348.76818974812824,973.5086788625229
model_,0,160,348.60408768504084,0.08625653280410006,1.8906717202038167e-10,348.69034004211426,972.0152309796279
model_,0,161,348.5347265243763,0.08621979936431974,1.8906717202038167e-10,348.62093289693195,970.6856692195481
model_,0,162,348.46516292538337,0.08618532607605782,1.8906717202038167e-10,348.55132548014325,969.354053579809
model_,0,163,348.39867054861196,0.08615046715037049,1.8906717202038167e-10,348.484811147054,968.0829361551426
model_,0,164,348.3247905378618,0.08611784963989066,1.8906717202038167e-10,348.4109179178874,966.6725460603515
model_,0,165,348.2667912022055,0.08608439916516393,1.8906717202038167e-10,348.3528575897217,965.5667623833439
model_,0,166,348.19624450589373,0.08605105798617767,1.8906717202038167e-10,348.2822793324788,964.2234624197952
model_,0,167,348.1319906495046,0.08601999162950354,1.8906717202038167e-10,348.2180004119873,963.0016124907139
model_,0,168,348.06608935647336,0.0859881367723953,1.8906717202038167e-10,348.1520767211914,961.7500432912287
model_,0,169,348.0014476208016,0.08595765388762781,1.8906717202038167e-10,348.08740679423016,960.5239753509411
model_,0,170,347.9336353724357,0.08592643013651013,1.8906717202038167e-10,348.0195541381836,959.2394517643814
model_,0,171,347.8728923595045,0.08589637221698847,1.8906717202038167e-10,347.95878473917645,958.0902947345232
model_,0,172,347.8002495811864,0.08586639023087628,1.8906717202038167e-10,347.88611729939777,956.7178213806567
model_,0,173,347.7441061428981,0.0858371609929615,1.8906717202038167e-10,347.8299363454183,955.6584247379745
model_,0,174,347.67929162236396,0.08580706624955307,1.8906717202038167e-10,347.7651131947835,954.4368681841481
model_,0,175,347.6194839403809,0.08577851893384529,1.8906717202038167e-10,347.7052472432454,953.3110605197111
model_,0,176,347.56138873336994,0.08574930742687077,1.8906717202038167e-10,347.6471303304036,952.2187596087972
model_,0,177,347.5025249613682,0.08572150411511832,1.8906717202038167e-10,347.58824412027997,951.1132847014618
model_,0,178,347.44292325918406,0.08569521769326609,1.8906717202038167e-10,347.5286153157552,949.9952589239875
model_,0,179,347.38277247016475,0.08566744433759747,1.8906717202038167e-10,347.4684543609619,948.8682656608097
model_,0,180,347.3234392637775,0.08564152653002566,1.8906717202038167e-10,347.40906079610187,947.7579005762283
model_,0,181,347.2690144664375,0.08561505468424002,1.8906717202038167e-10,347.3546206156413,946.7405343411816
model_,0,182,347.2046261431339,0.08558831896671866,1.8906717202038167e-10,347.2901903788249,945.5383294616761
model_,0,183,347.14935002363444,0.08556207511247749,1.8906717202038167e-10,347.2348969777425,944.5074779213978
model_,0,184,347.0918292220449,0.08553582263346016,1.8906717202038167e-10,347.1773878733317,943.4359582418954
model_,0,185,347.0357116366504,0.08550930339720253,1.8906717202038167e-10,347.1212158203125,942.3917497170914
model_,0,186,346.9811672107705,0.08548281527650185,1.8906717202038167e-10,347.06665293375653,941.3779213851723
model_,0,187,346.9211856058876,0.08545437559263291,1.8906717202038167e-10,347.00663057963055,940.2642902399946
model_,0,188,346.87645611710224,0.08542682052814143,1.8906717202038167e-10,346.9618740081787,939.4346906997613
model_,0,189,346.8165196690631,0.08539765179671122,1.8906717202038167e-10,346.9019152323405,938.3241945235521
model_,0,190,346.764577654656,0.08536522979634735,1.8906717202038167e-10,346.84994951883954,937.3628801712379
model_,0,191,346.70945257033844,0.08533371921798032,1.8906717202038167e-10,346.79479789733887,936.3437325298664
model_,0,192,346.6663628948154,0.08530356372881442,1.8906717202038167e-10,346.7516523996989,935.5478661060748
model_,0,193,346.61128095933236,0.08527349906389266,1.8906717202038167e-10,346.696564356486,934.5314875929681
model_,0,194,346.56078845247004,0.08524797437034219,1.8906717202038167e-10,346.6460196177165,933.6007638228275
model_,0,195,346.51188470667694,0.0852248942074046,1.8906717202038167e-10,346.5971094767253,932.7002091908695
model_,0,196,346.44977947770775,0.08519993062983151,1.8906717202038167e-10,346.535005569458,931.5578033324906
model_,0,197,346.4048959456074,0.08517556581125518,1.8906717202038167e-10,346.490083694458,930.733056227294
model_,0,198,346.3513699998536,0.08515076215547879,1.8906717202038167e-10,346.43651072184247,929.750456983961
model_,0,199,346.3011033606017,0.08512608474209553,1.8906717202038167e-10,346.38622029622394,928.8286348074628
model_,0,200,346.2432740657047,0.08509798306668397,1.8906717202038167e-10,346.328364054362,927.7692542637718
model_,0,201,346.1918001594022,0.08506565711979874,1.8906717202038167e-10,346.27686500549316,926.8273151468094
model_,0,202,346.1312852560853,0.0850219711797043,1.8906717202038167e-10,346.2163200378418,925.7211546063298
model_,0,203,346.05787895208533,0.08496390509765206,1.8906717202038167e-10,346.1428445180257,924.3811221730576
model_,0,204,346.0050353523111,0.08491261674034452,1.8906717202038167e-10,346.08996836344403,923.4176629848488
model_,0,205,345.94906828253687,0.08487266569653684,1.8906717202038167e-10,346.0339247385661,922.3983507781933
model_,0,206,345.90451480436604,0.08483960206520653,1.8906717202038167e-10,345.9893436431885,921.5877154788906
model_,0,207,345.8475539575641,0.08480662874935281,1.8906717202038167e-10,345.9323590596517,920.5523698969128
model_,0,208,345.8091391117002,0.08477841132980757,1.8906717202038167e-10,345.8939037322998,919.8547814545524
model_,0,209,345.7596755431732,0.08475037062904296,1.8906717202038167e-10,345.8444423675537,918.9573339434622
model_,0,210,345.70491154138773,0.08472240624071976,1.8906717202038167e-10,345.7896327972412,917.9647387754896
model_,0,211,345.66284902611125,0.08469492924511239,1.8906717202038167e-10,345.74752680460614,917.2030855407795
model_,0,212,345.61146133296035,0.08466690238892245,1.8906717202038167e-10,345.69614855448407,916.273432856754
model_,0,213,345.5638206759856,0.08464081661253431,1.8906717202038167e-10,345.64845848083496,915.4124093886498
model_,0,214,345.5163811917494,0.08461438365850427,1.8906717202038167e-10,345.60100110371906,914.555825762389
model_,0,215,345.46787917613983,0.08458744985451479,1.8906717202038167e-10,345.5524609883626,913.6808853640362
model_,0,216,345.4190714873839,0.084561973294304,1.8906717202038167e-10,345.50362332661945,912.8012758175702
model_,0,217,345.36559273473296,0.08453383230137963,1.8906717202038167e-10,345.4501215616862,911.8384568290205
model_,0,218,345.31257883719326,0.08450586624314838,1.8906717202038167e-10,345.39709218343097,910.8850093607517
model_,0,219,345.27296869282145,0.08447936381711922,1.8906717202038167e-10,345.3574638366699,910.1732772828767
model_,0,220,345.2076786545804,0.08445028152285279,1.8906717202038167e-10,345.2921422322591,909.001331450727
model_,0,221,345.16570991894696,0.08442125554343723,1.8906717202038167e-10,345.2501411437988,908.2487961810543
model_,0,222,345.11430646160926,0.08439396191090509,1.8906717202038167e-10,345.19869232177734,907.3279370650068
model_,0,223,345.06134662493906,0.08436625229686949,1.8906717202038167e-10,345.14571889241535,906.3801729026914
model_,0,224,345.01413058757316,0.08434172060397789,1.8906717202038167e-10,345.0984636942546,905.5360340216752
model_,0,225,344.9648870135813,0.08431780996062344,1.8906717202038167e-10,345.0492197672526,904.6564839118871
model_,0,226,344.9133039075726,0.0842956279588331,1.8906717202038167e-10,344.9976062774658,903.7360630570579
model_,0,227,344.8670498004649,0.0842751270671253,1.8906717202038167e-10,344.951327641805,902.9115263248311
model_,0,228,344.81646538692684,0.08425529576675217,1.8906717202038167e-10,344.9007047017415,902.0106577112093
model_,0,229,344.76915612859494,0.0842360382368194,1.8906717202038167e-10,344.8534018198649,901.1689304733394
model_,0,230,344.72630080239225,0.08421722156818608,1.8906717202038167e-10,344.81054560343426,900.4071257328774
model_,0,231,344.6784730459719,0.08420013767827565,1.8906717202038167e-10,344.76269149780273,899.5576904761629
model_,0,232,344.6266812251027,0.08418263833993933,1.8906717202038167e-10,344.71088155110675,898.6387559533548
model_,0,233,344.5923091315587,0.08416610412552927,1.8906717202038167e-10,344.67647488911945,898.0294153295243
model_,0,234,344.53488483210094,0.08414839681675328,1.8906717202038167e-10,344.61902046203613,897.0123320774256
model_,0,235,344.49047065584455,0.08413216327865787,1.8906717202038167e-10,344.57461484273273,896.2264705972482
model_,0,236,344.4416701050941,0.08411472679195715,1.8906717202038167e-10,344.5257619222005,895.3637907095349
model_,0,237,344.3997716274268,0.08409913215228926,1.8906717202038167e-10,344.48386001586914,894.6237859279059
model_,0,238,344.3585068259854,0.08408384520294021,1.8906717202038167e-10,344.44258371988934,893.8955708434753
model_,0,239,344.30631792750984,0.0840669486300385,1.8906717202038167e-10,344.3904031117757,892.9754230660362
model_,0,240,344.2623620432957,0.08405211276774101,1.8906717202038167e-10,344.3464215596517,892.2011672668414
model_,0,241,344.225884964806,0.08403939826109763,1.8906717202038167e-10,344.3099314371745,891.5591557501738
model_,0,242,344.18156264237285,0.08402484828949734,1.8906717202038167e-10,344.2655830383301,890.779686399488
model_,0,243,344.1379275114741,0.08401044472715095,1.8906717202038167e-10,344.22193145751953,890.012967970561
model_,0,244,344.09603013439727,0.08399584735628689,1.8906717202038167e-10,344.1800193786621,889.2774048782105
model_,0,245,344.0536437813037,0.08398390307685115,1.8906717202038167e-10,344.1376298268636,888.533875771866
model_,0,246,344.0113801792807,0.08396955349591433,1.8906717202038167e-10,344.0953680674235,887.7931189000101
model_,0,247,343.9738297518343,0.0839558561036237,1.8906717202038167e-10,344.0577856699626,887.1354882521802
model_,0,248,343.9379309431727,0.08394321700544083,1.8906717202038167e-10,344.02183787027997,886.5072383195413
model_,0,249,343.8965636747501,0.08392892792541791,1.8906717202038167e-10,343.98048400878906,885.7838388907314
model_,0,250,343.8572347932107,0.08391461175318682,1.8906717202038167e-10,343.9411614735921,885.0966326210898
model_,0,251,343.82218655916705,0.08390147282629339,1.8906717202038167e-10,343.9060808817546,884.4846727635775
model_,0,252,343.7871992350944,0.08388861565716373,1.8906717202038167e-10,343.8710759480794,883.8741984345714
model_,0,253,343.7429081150719,0.08387566325815025,1.8906717202038167e-10,343.8267873128255,883.1019916325134
model_,0,254,343.7051537554944,0.08386371914159933,1.8906717202038167e-10,343.78901227315265,882.4442846035928
model_,0,255,343.67459882434923,0.08385225646778356,1.8906717202038167e-10,343.75843620300293,881.9123552427429
model_,0,256,343.63065473890555,0.08383953420164403,1.8906717202038167e-10,343.71449216206867,881.1478968588775
model_,0,257,343.6009424930671,0.08382943883844973,1.8906717202038167e-10,343.6847604115804,880.6313933715601
model_,0,258,343.56891862217645,0.08381818228323823,1.8906717202038167e-10,343.65274747212726,880.0750447014576
model_,0,259,343.52806172314257,0.0838066760850514,1.8906717202038167e-10,343.61185391743976,879.365750636879
model_,0,260,343.4858862662611,0.08379548382381093,1.8906717202038167e-10,343.569673538208,878.634165436774
model_,0,261,343.4546059280013,0.08378385825193391,1.8906717202038167e-10,343.5384000142415,878.0919626093629
model_,0,262,343.4200776531361,0.08377496961785862,1.8906717202038167e-10,343.5038471221924,877.4938496448146
model_,0,263,343.3861584647869,0.08376402281345463,1.8906717202038167e-10,343.4699198404948,876.9066842171377
model_,0,264,343.3506720992348,0.08375258679262743,1.8906717202038167e-10,343.43442217508954,876.2928103703201
model_,0,265,343.3130239176874,0.08374188216511887,1.8906717202038167e-10,343.3967348734538,875.6420093596308
model_,0,266,343.2824222195972,0.0837311404685958,1.8906717202038167e-10,343.3661524454753,875.1133727045175
